id,tclase
30708,NON
7551,NON
52113,NON
12420,NON
22103,NON
36463,OFF
980,NON
10086,NON
52604,NON
29925,NON
35506,NON
59923,NON
23284,NON
15327,OFF
28654,NON
32481,NON
38696,NON
57773,NON
952,NON
4324,NON
28329,OFF
2757,NON
2918,NON
8546,NON
58581,NON
54132,NON
14561,NON
52285,NON
20909,NON
42279,NON
42620,NON
41309,NON
22940,NON
24244,NON
18778,NON
22162,NON
40667,OFF
1702,NON
7269,NON
45618,OFF
18634,OFF
38051,NON
55185,NON
33901,OFF
12227,OFF
47786,NON
22781,NON
36432,NON
36210,NON
15825,OFF
15470,NON
26045,OFF
26592,NON
14374,NON
6668,NON
16628,NON
7550,NON
366,NON
14494,NON
48046,NON
46714,NON
22406,NON
2351,NON
30662,NON
22949,NON
52999,NON
8192,NON
18101,NON
8759,NON
831,NON
58814,NON
39309,NON
44851,NON
41711,NON
1230,OFF
16548,NON
31283,NON
49605,NON
44347,NON
43974,NON
18131,NON
13068,NON
9157,NON
31851,NON
41223,OFF
29650,OFF
12724,NON
20357,NON
53670,NON
22444,NON
13154,NON
39380,NON
50821,OFF
52348,OFF
1913,NON
1068,NON
875,NON
6847,NON
477,NON
29880,NON
36056,NON
50300,NON
37269,NON
49819,NON
20446,NON
34854,NON
11421,OFF
7505,NON
35021,OFF
5185,NON
12377,OFF
54293,NON
11588,NON
3170,NON
31108,NON
21628,NON
58832,NON
8324,NON
26886,NON
3833,NON
44420,NON
45174,NON
58500,NON
39119,NON
11509,NON
21203,NON
43395,NON
10081,NON
38370,NON
572,NON
4237,NON
28505,NON
20545,NON
31056,NON
6342,NON
36659,NON
58394,NON
42848,NON
3221,NON
11681,NON
16834,NON
24017,OFF
49914,NON
16674,NON
53857,NON
3566,NON
37953,NON
41450,OFF
26847,NON
1853,NON
28743,NON
27540,OFF
24049,OFF
50358,NON
15177,OFF
6570,NON
43047,OFF
52088,NON
38065,NON
53210,NON
39704,NON
10106,NON
41534,NON
46436,NON
21630,NON
36669,NON
21980,NON
40808,OFF
54280,NON
13765,NON
49135,NON
16138,NON
32062,NON
15749,OFF
28699,NON
49572,NON
31948,NON
22923,OFF
41630,OFF
31989,NON
6199,NON
40196,NON
5632,OFF
2340,NON
22340,NON
51459,NON
2253,NON
41289,NON
8583,OFF
52862,NON
15722,NON
50120,NON
25187,OFF
43702,NON
49477,NON
26990,NON
49645,NON
14625,NON
19735,NON
29790,NON
13254,NON
12681,NON
34175,OFF
4058,NON
53209,NON
40305,NON
6003,NON
31902,NON
46784,OFF
22961,NON
56500,NON
24985,OFF
2321,NON
24792,NON
50994,OFF
29587,NON
2448,NON
15952,NON
7249,NON
38282,NON
12567,NON
40584,NON
52336,NON
54668,NON
17169,NON
7968,NON
31665,NON
27203,NON
45811,NON
34794,NON
649,OFF
16298,NON
44453,NON
23687,NON
54382,NON
44015,NON
16794,NON
7337,NON
51921,NON
23258,NON
20200,NON
10935,NON
24456,NON
33590,NON
53454,OFF
35042,NON
40615,NON
49744,NON
7364,OFF
13554,NON
16343,NON
36013,OFF
42635,NON
37040,NON
48207,NON
7350,NON
40465,OFF
35516,NON
44685,NON
45939,NON
14610,NON
10904,NON
35528,NON
25191,NON
36564,NON
11055,NON
36886,OFF
49224,NON
1962,OFF
21172,NON
18194,NON
18015,NON
2172,NON
1802,NON
23481,NON
16850,NON
43170,NON
55640,NON
57169,NON
41346,NON
37192,NON
53514,NON
23549,NON
38844,OFF
57449,NON
56345,OFF
48780,NON
33992,NON
20013,NON
8540,NON
27699,NON
17637,NON
53934,OFF
3097,NON
31397,NON
24089,NON
16631,NON
45492,NON
35115,NON
18548,NON
45485,NON
34521,NON
58422,NON
40408,NON
456,NON
11056,NON
35305,NON
18228,OFF
44757,NON
47972,NON
37421,NON
25758,OFF
562,NON
16384,NON
20151,NON
19409,NON
45824,NON
54855,NON
18274,NON
24870,NON
8219,NON
3753,NON
11746,NON
25547,NON
14968,NON
29377,NON
20651,NON
27117,OFF
53453,NON
55823,NON
34592,NON
30157,NON
49995,NON
46162,NON
39904,NON
49967,NON
987,NON
35443,NON
40991,NON
31048,NON
2121,NON
50297,NON
7131,NON
54045,NON
7168,NON
69,NON
48072,NON
37731,NON
14257,NON
35739,OFF
30123,NON
506,NON
50515,NON
16742,NON
51985,NON
21528,NON
13949,NON
24209,NON
38160,NON
40695,NON
43916,NON
27965,NON
12882,NON
4008,NON
28732,NON
35630,NON
9847,NON
37469,NON
943,NON
57724,NON
13276,NON
36928,NON
53744,NON
13037,NON
41488,NON
33207,NON
9118,NON
28662,NON
2714,NON
32252,NON
43417,NON
73,OFF
26944,OFF
6646,NON
3242,NON
56734,NON
56011,NON
20946,NON
51942,OFF
51194,OFF
11771,NON
14841,NON
16438,NON
24353,OFF
48754,NON
1165,NON
30028,OFF
19287,NON
8832,NON
11768,NON
39133,OFF
40135,NON
27706,NON
25093,NON
59580,NON
51069,NON
15274,NON
47229,NON
23217,OFF
24624,NON
8849,NON
21238,NON
26379,OFF
30399,NON
51763,NON
59777,NON
39118,NON
21171,NON
42434,OFF
46046,NON
18030,NON
3560,NON
14525,NON
56414,NON
27024,NON
3761,NON
46807,OFF
43814,OFF
23276,NON
33530,NON
51108,NON
3573,OFF
33573,NON
58999,OFF
27093,NON
53483,NON
16910,OFF
27927,OFF
51156,OFF
54571,NON
30647,NON
30914,OFF
34587,NON
49753,OFF
1942,NON
46801,NON
48266,NON
3993,OFF
6502,NON
34877,NON
16817,NON
33423,OFF
24228,NON
52946,NON
25521,NON
7129,NON
15320,NON
35461,NON
18847,NON
54768,NON
14887,NON
33882,NON
57429,NON
18396,NON
50953,NON
34193,NON
46722,NON
30483,OFF
56302,NON
34855,NON
31116,NON
1522,NON
38594,NON
10325,OFF
56981,NON
17388,NON
59220,NON
21129,OFF
28302,NON
49091,OFF
12568,NON
11176,NON
2505,NON
6575,NON
33082,NON
46572,OFF
55381,NON
15233,NON
1620,NON
22171,NON
48815,NON
59291,NON
37764,NON
56588,NON
51749,NON
20655,NON
37442,NON
28332,NON
54497,OFF
11219,NON
37662,NON
46567,NON
44187,NON
49276,OFF
50233,NON
9992,NON
17504,NON
34931,NON
43943,NON
33994,NON
20301,NON
59032,NON
47643,NON
43186,NON
23533,NON
18207,NON
28345,OFF
38575,NON
6835,NON
50815,OFF
12055,NON
24709,NON
53261,NON
48247,NON
2167,NON
2901,NON
30671,NON
53135,NON
28104,OFF
56861,NON
55005,NON
12936,OFF
18185,NON
17992,NON
23775,NON
40240,NON
15835,NON
40542,NON
11063,NON
2456,NON
52350,NON
18012,NON
3370,NON
11165,NON
21499,NON
36675,NON
2746,NON
55728,NON
45290,NON
56422,OFF
18279,NON
36339,NON
26277,NON
1239,NON
42010,NON
36788,NON
10313,NON
24082,OFF
50598,NON
21816,NON
40839,NON
52296,OFF
7002,NON
19720,NON
17594,NON
50051,NON
47640,NON
37723,NON
27684,NON
9,NON
17996,NON
57539,NON
40398,NON
48544,NON
58595,OFF
32416,NON
42539,NON
55513,NON
22414,OFF
25773,NON
29506,OFF
37344,NON
29371,NON
23478,NON
13591,NON
8566,NON
42281,NON
37864,NON
50136,NON
54443,NON
12384,NON
31382,NON
3911,NON
49778,NON
55697,NON
5204,OFF
26143,NON
45522,NON
13019,NON
48514,NON
36294,NON
22950,OFF
18385,NON
22811,NON
2052,NON
22349,NON
805,NON
25691,NON
51155,NON
1494,NON
6538,NON
58159,NON
31032,NON
2182,NON
16060,OFF
40792,NON
29045,NON
22146,NON
44004,NON
9820,NON
44016,NON
10949,NON
6607,NON
7588,OFF
50411,NON
20372,NON
47650,NON
27446,NON
35029,NON
24198,NON
18285,NON
8088,NON
31460,NON
33980,NON
57664,NON
44080,NON
11643,OFF
35074,NON
24881,NON
8736,NON
51678,NON
38529,NON
27060,NON
1337,NON
44259,NON
4179,NON
53349,NON
27289,NON
28021,NON
11992,NON
17423,NON
36131,NON
41854,NON
7004,NON
45447,NON
29572,NON
46825,NON
48395,NON
24357,NON
8288,NON
6705,NON
47512,NON
7652,NON
18825,NON
31365,OFF
35337,OFF
32426,NON
3947,NON
27029,NON
11808,NON
34102,NON
636,NON
3493,NON
11897,NON
57990,NON
25074,NON
47297,OFF
14245,OFF
29146,NON
52898,NON
44040,OFF
10438,NON
13750,NON
22440,NON
33792,NON
1712,NON
30646,NON
9876,NON
30390,NON
58554,NON
51169,NON
21509,NON
30838,NON
38952,NON
4315,NON
22126,NON
18611,NON
34039,NON
5505,OFF
36944,NON
47308,NON
14894,NON
44110,OFF
6736,OFF
28135,NON
21629,NON
39713,NON
39033,NON
12130,NON
15137,NON
23676,NON
59743,OFF
35355,NON
5928,NON
28168,NON
44321,NON
26467,NON
29114,NON
34707,NON
29815,NON
15783,NON
43116,NON
16311,NON
55901,OFF
19135,NON
21987,NON
7189,OFF
28763,NON
51352,NON
42432,NON
1521,OFF
51264,NON
32593,NON
3471,NON
9250,OFF
37648,NON
30654,NON
9463,OFF
50256,NON
8903,NON
21416,NON
30767,NON
49415,NON
40690,NON
57458,NON
15313,OFF
33460,NON
29778,NON
40873,NON
26435,NON
58212,NON
6734,OFF
7917,NON
22109,NON
50421,NON
34376,OFF
18241,NON
42629,NON
45456,NON
31224,NON
9545,NON
3919,OFF
46273,NON
5830,NON
43857,NON
52105,NON
23400,NON
39605,NON
7307,NON
30016,NON
3009,NON
48509,NON
27509,NON
13049,NON
58612,NON
21430,NON
47830,NON
22114,NON
21749,NON
2785,NON
45512,NON
6136,NON
27948,NON
18407,NON
46070,NON
4626,NON
10550,OFF
45267,NON
1731,NON
26194,NON
21137,NON
2397,NON
50248,OFF
54218,OFF
59508,NON
23151,NON
47146,NON
58521,OFF
57069,NON
27254,OFF
9807,OFF
42415,OFF
41585,NON
50108,NON
9849,NON
15935,NON
26674,NON
25354,NON
52879,NON
41761,NON
9670,NON
53498,NON
28445,NON
2524,OFF
23570,NON
9402,OFF
56448,NON
16191,NON
30017,NON
54450,OFF
44018,NON
304,NON
23861,NON
53307,NON
51846,NON
33427,NON
45947,OFF
1944,OFF
17761,OFF
51587,NON
22371,NON
54273,NON
31877,NON
8254,NON
27099,NON
58292,NON
6604,NON
93,OFF
17775,NON
34528,NON
9709,NON
52680,NON
18580,NON
50607,NON
10302,NON
50105,OFF
35689,NON
24069,NON
3327,OFF
54423,NON
14545,NON
40892,NON
34047,OFF
16551,OFF
32752,NON
42908,NON
20775,NON
9510,NON
38387,NON
47498,NON
21562,NON
1228,NON
25257,NON
25823,NON
17205,NON
39202,NON
1476,NON
3871,NON
11246,NON
26676,NON
39062,NON
8862,NON
52517,NON
26908,NON
58715,NON
37526,NON
54269,NON
53873,NON
7953,NON
26260,NON
25690,NON
30997,NON
58320,NON
27814,NON
44190,NON
38084,NON
25293,NON
46889,NON
2620,NON
11874,NON
45150,OFF
23181,OFF
37987,NON
35932,NON
21512,OFF
7101,NON
16352,NON
33378,NON
56024,NON
1090,NON
25094,NON
10428,NON
9233,NON
48120,NON
7268,NON
53536,NON
22699,NON
7780,OFF
27626,NON
40771,NON
53183,NON
7632,NON
32529,NON
9653,OFF
13246,NON
13484,NON
20005,NON
6540,NON
11096,NON
25957,NON
5217,NON
9973,NON
53749,NON
51336,NON
29800,NON
30313,NON
8074,NON
52290,NON
27654,NON
35972,NON
18430,OFF
775,OFF
21248,NON
18995,NON
18135,NON
29364,NON
56694,NON
43536,NON
9122,NON
56168,NON
2044,NON
37875,NON
7127,NON
37015,NON
48139,NON
7903,NON
53267,NON
6286,NON
9135,NON
12696,NON
35047,NON
6383,NON
7263,OFF
36787,NON
8567,OFF
34662,NON
28508,NON
4719,NON
15551,NON
39654,NON
59416,NON
47723,OFF
59376,NON
3821,NON
8258,OFF
23137,NON
55805,NON
2907,NON
46969,NON
18264,NON
5407,NON
58619,NON
48661,NON
59600,NON
57079,NON
20064,NON
54989,NON
18884,NON
54635,NON
50324,NON
51709,NON
56035,NON
9015,NON
58622,OFF
6415,NON
34267,NON
15948,NON
9043,NON
27877,NON
18827,NON
5566,NON
47843,NON
42176,NON
53528,NON
49476,OFF
40540,OFF
52156,NON
57408,NON
29085,NON
12968,NON
59841,NON
29026,OFF
45602,NON
21224,NON
7361,OFF
17741,NON
16136,NON
54501,NON
47623,NON
4471,OFF
18270,NON
42240,NON
34569,NON
45299,NON
37227,NON
30725,NON
21798,NON
28929,NON
17307,NON
8835,NON
51298,NON
59334,NON
30429,NON
525,NON
7080,NON
20169,NON
19240,NON
34317,NON
20631,OFF
1027,NON
514,NON
14712,NON
3838,NON
47335,NON
9380,NON
1887,NON
39220,NON
21669,NON
2638,NON
542,NON
56125,NON
31320,NON
776,NON
12123,NON
31324,NON
29717,OFF
45658,NON
30873,NON
3787,NON
43049,NON
19865,NON
53332,NON
21944,NON
53553,NON
51437,OFF
4944,NON
15941,NON
56401,NON
41219,NON
41637,NON
45088,NON
28540,NON
1980,NON
59898,NON
50746,NON
50791,NON
8066,NON
25476,NON
35475,NON
17153,OFF
41118,NON
19485,NON
24741,OFF
28940,NON
18565,OFF
49490,NON
8361,NON
7892,OFF
24324,NON
44485,OFF
54076,NON
12992,NON
17512,NON
12589,NON
12046,OFF
39326,NON
29408,OFF
22301,NON
5405,NON
12923,NON
24472,NON
34271,NON
34615,NON
21620,NON
26630,NON
40345,NON
22281,NON
57274,NON
11503,NON
31182,NON
36583,NON
8236,NON
40271,OFF
32314,NON
47056,NON
46391,NON
35670,NON
24846,NON
46501,NON
784,NON
46498,NON
28679,NON
15975,NON
5440,NON
3434,NON
45552,NON
9134,NON
13644,NON
16301,NON
30685,NON
19842,OFF
42288,NON
51948,NON
42793,NON
40905,NON
57187,NON
49130,NON
15775,NON
35109,NON
29603,NON
37873,OFF
44062,OFF
22064,NON
29154,NON
5975,NON
30700,NON
26446,OFF
24648,NON
56114,NON
32766,NON
31918,NON
4464,NON
58269,OFF
36592,OFF
35571,NON
13426,NON
43419,NON
36071,NON
49534,NON
30284,NON
3464,NON
14095,NON
56733,OFF
5843,NON
7869,NON
47115,NON
22412,NON
34640,NON
17102,NON
39805,NON
3359,OFF
12727,NON
9201,NON
14651,NON
1317,OFF
8957,NON
14670,OFF
37153,NON
40629,NON
33569,OFF
52143,NON
28143,NON
15686,NON
59978,NON
53049,NON
55409,OFF
35320,NON
39933,NON
57077,NON
18057,NON
31110,NON
18769,NON
20153,OFF
2364,NON
50506,NON
48995,NON
37005,NON
14576,NON
17195,OFF
18153,NON
1530,NON
30235,NON
39284,NON
19702,NON
26784,OFF
37917,NON
18116,NON
15113,NON
38568,NON
57204,NON
35424,OFF
19418,NON
34805,NON
13946,NON
42341,NON
47899,OFF
57025,NON
4644,NON
35753,NON
36634,NON
26488,OFF
49342,NON
18299,NON
461,NON
36717,NON
9421,NON
19276,OFF
33069,OFF
27666,NON
23266,OFF
59670,NON
46024,NON
46278,NON
28185,NON
22128,NON
21338,NON
33789,NON
29845,OFF
25853,NON
20599,NON
22627,NON
53056,NON
58676,NON
17064,NON
32373,NON
2735,NON
24579,NON
39894,OFF
52456,NON
38368,OFF
48526,OFF
24900,NON
32839,NON
10892,NON
47161,NON
27722,NON
18760,NON
8367,NON
44541,NON
48181,NON
5494,NON
13619,OFF
4861,NON
19572,OFF
56083,NON
40239,OFF
49126,NON
6309,NON
50325,NON
55010,OFF
36303,NON
9918,NON
32506,NON
30546,OFF
47436,NON
53662,NON
52110,NON
38024,NON
31425,NON
43358,NON
20457,NON
16899,NON
33208,NON
31480,NON
6460,NON
7755,NON
52711,NON
32905,NON
17628,NON
14133,NON
2827,NON
36231,NON
20488,NON
57039,NON
37336,NON
49242,NON
19603,NON
21782,NON
907,NON
28078,NON
17693,NON
38402,NON
41693,OFF
30043,NON
40073,OFF
50089,NON
37236,NON
27048,NON
1547,NON
56185,NON
36898,NON
6746,OFF
11795,NON
33151,NON
6261,NON
55527,NON
575,NON
49417,NON
59848,NON
31675,NON
26788,NON
28577,NON
10779,NON
55198,NON
33350,OFF
50215,NON
24886,NON
30270,OFF
1739,NON
51484,NON
59590,NON
37101,OFF
54788,NON
27800,NON
12244,NON
966,NON
39028,OFF
51372,NON
26450,OFF
11476,NON
2949,NON
13973,NON
23177,NON
24300,NON
6320,OFF
45104,NON
38884,NON
25580,NON
3622,NON
17978,NON
32551,NON
50403,NON
10756,NON
36972,NON
12482,NON
27190,NON
50408,NON
3054,NON
26224,NON
17907,NON
45678,OFF
29738,NON
55703,NON
40891,NON
39666,NON
30942,NON
37371,NON
36523,NON
19033,NON
54983,NON
22336,NON
47980,NON
25406,NON
19431,NON
52814,OFF
52937,OFF
4463,NON
51636,NON
10861,NON
27644,NON
30015,NON
57367,NON
51544,OFF
33891,NON
4042,OFF
35732,NON
10093,NON
296,NON
59646,NON
47386,NON
49815,NON
2003,NON
28611,NON
28296,OFF
17109,NON
38865,NON
34908,NON
8008,NON
4617,OFF
12524,OFF
44060,NON
45368,OFF
58048,NON
11401,OFF
22995,NON
4284,OFF
54900,NON
18779,NON
47103,NON
19238,OFF
13444,NON
49058,NON
792,OFF
9828,NON
20670,NON
36188,NON
43980,NON
38150,NON
18791,NON
22823,NON
39984,NON
22134,NON
34834,NON
31962,OFF
35976,NON
40794,NON
54057,NON
23577,NON
51922,NON
11620,NON
38463,NON
27301,NON
9535,NON
16960,OFF
10895,NON
35773,NON
59381,NON
14836,NON
23328,NON
13232,NON
52013,NON
57250,NON
7673,NON
31373,NON
3533,NON
27933,NON
9447,OFF
34879,NON
59829,NON
14674,NON
31548,NON
58523,NON
34694,OFF
38510,NON
12825,NON
12264,NON
1833,NON
4545,NON
19193,NON
24543,NON
24755,NON
35000,NON
46152,NON
45741,OFF
47577,NON
25768,NON
32281,NON
58385,NON
20694,NON
32790,NON
36630,NON
47074,NON
44875,NON
57063,OFF
57874,NON
35102,NON
2153,NON
50034,OFF
49960,NON
32657,NON
43991,NON
3084,NON
21957,NON
14676,NON
11532,OFF
53766,NON
18078,OFF
28040,NON
1399,NON
55660,NON
46029,NON
2415,NON
43619,NON
4405,NON
24438,NON
35770,OFF
38991,NON
58769,NON
27945,NON
6852,NON
47659,NON
16437,NON
17029,OFF
29826,NON
10487,OFF
50084,NON
14311,NON
34596,NON
29780,NON
41667,NON
24633,NON
8800,NON
3360,OFF
16877,NON
57040,NON
52893,NON
51477,NON
27382,NON
7734,NON
13306,NON
533,NON
53040,NON
40887,NON
7846,NON
40851,NON
39422,NON
36066,NON
7638,NON
16134,NON
26557,OFF
59827,NON
48522,NON
23897,NON
12119,NON
51439,NON
51092,OFF
50321,NON
33238,NON
48060,NON
54716,NON
36937,NON
33515,NON
11027,NON
25247,NON
35601,NON
58907,OFF
24511,NON
8695,NON
17306,NON
3496,OFF
647,NON
28236,NON
12213,OFF
29435,NON
15026,NON
58834,NON
3814,NON
4423,NON
8038,NON
44096,NON
54217,NON
56993,NON
56858,NON
14263,NON
30489,NON
14059,NON
40753,NON
28299,NON
3355,NON
4597,OFF
44898,NON
48992,NON
33018,NON
15128,NON
49585,NON
15465,OFF
49077,NON
31257,NON
43092,OFF
52542,NON
23221,NON
31355,NON
53250,NON
3987,NON
56183,NON
35420,NON
32256,NON
9162,NON
6232,NON
54111,NON
44759,NON
21207,NON
32094,NON
19382,OFF
42041,NON
22762,NON
42467,NON
23654,NON
49455,OFF
27327,NON
40481,NON
58526,NON
59877,NON
24238,NON
8897,OFF
16656,NON
50525,NON
15809,NON
25766,NON
18753,NON
51037,NON
27686,NON
37075,NON
8603,OFF
16064,NON
57543,NON
23003,NON
4921,OFF
44513,NON
16777,NON
16322,NON
53556,NON
17787,NON
4534,NON
53781,NON
52726,OFF
48983,NON
17855,NON
2572,OFF
56544,NON
44698,NON
22138,OFF
52922,NON
23041,NON
33061,NON
37306,NON
40769,NON
57970,NON
7347,NON
15077,NON
40402,NON
16247,NON
5096,NON
23902,NON
283,NON
38010,NON
58649,NON
52103,NON
31573,NON
37283,NON
25251,NON
53801,NON
57410,NON
46665,NON
34746,NON
48700,NON
37271,NON
4291,OFF
35044,NON
18535,NON
55159,NON
4975,NON
27464,NON
39203,NON
58233,NON
7100,OFF
59958,OFF
31115,NON
22199,NON
42524,NON
57528,OFF
10738,NON
21232,OFF
58339,NON
57312,NON
50830,NON
9914,NON
51495,NON
21489,NON
20806,NON
19279,NON
56846,NON
42242,OFF
369,OFF
17011,NON
54861,NON
4526,NON
36477,NON
22037,NON
35347,NON
18849,NON
40172,NON
51178,OFF
32478,NON
49078,NON
4849,NON
50717,NON
39633,NON
45314,NON
21838,NON
31568,NON
30952,NON
5320,NON
35517,NON
52157,NON
11420,NON
50278,NON
23972,NON
54167,NON
51335,OFF
41527,NON
23368,OFF
21317,NON
35632,NON
34137,NON
7815,NON
30358,NON
1441,NON
12216,NON
42236,NON
19579,NON
28658,NON
15351,OFF
16820,NON
54066,NON
6917,OFF
31473,NON
56800,NON
6673,NON
40583,NON
34475,NON
28385,NON
1730,NON
10772,NON
44226,NON
31779,NON
10238,OFF
20472,NON
49523,NON
3931,NON
5182,NON
38146,NON
25575,NON
11126,NON
16317,NON
12110,OFF
11919,NON
52321,NON
2565,NON
56626,NON
28206,NON
18738,NON
4903,OFF
7791,NON
34796,NON
37173,NON
29624,NON
23777,NON
19315,NON
16339,NON
33910,NON
51650,NON
7233,NON
7600,NON
12542,NON
5906,NON
35539,NON
15214,NON
13429,NON
919,NON
14707,NON
22884,NON
31379,NON
8307,NON
6071,NON
53247,NON
18893,NON
27652,NON
12027,NON
37777,NON
51084,OFF
42452,NON
51332,NON
11562,NON
18929,NON
36940,NON
5113,NON
8765,NON
5184,NON
29002,NON
37972,NON
38099,NON
6700,NON
32817,NON
37784,NON
31523,NON
33057,NON
22989,NON
27354,NON
54513,OFF
4977,NON
47179,NON
40828,NON
21336,OFF
50056,NON
29088,NON
23238,NON
40162,NON
35382,NON
13565,NON
55812,NON
22466,OFF
25625,NON
20977,NON
543,NON
48274,NON
44725,NON
2772,NON
8530,NON
38790,NON
5377,NON
13900,NON
24998,NON
46314,NON
13396,NON
16536,NON
51570,NON
23317,OFF
36215,NON
52808,NON
27400,NON
27863,NON
37390,NON
45315,NON
3226,NON
35746,OFF
12300,NON
59506,NON
31743,NON
29456,NON
24673,NON
40574,NON
14208,NON
13414,NON
27549,NON
57168,NON
41449,OFF
13568,NON
3146,NON
34358,NON
27056,NON
45157,NON
4711,NON
45749,NON
5142,NON
53957,NON
41980,NON
49055,NON
53517,NON
32303,NON
39494,OFF
56868,NON
4883,NON
2274,NON
26292,NON
44009,NON
56866,NON
34661,NON
10885,NON
884,NON
945,NON
53654,NON
19094,NON
33046,NON
29289,NON
49347,NON
10709,NON
45974,NON
37758,NON
34143,NON
20209,NON
58098,NON
41216,NON
57421,NON
6531,NON
53220,NON
32413,NON
38598,NON
54525,NON
59219,NON
44020,NON
37883,NON
23233,NON
3577,NON
10563,NON
9143,NON
56623,NON
29954,NON
6844,OFF
49765,NON
49013,NON
48156,NON
5516,NON
52430,NON
18528,NON
453,NON
54222,NON
47976,NON
54939,NON
54725,NON
2016,NON
52749,NON
49482,NON
54175,NON
1345,NON
38605,NON
35077,NON
11099,NON
21518,NON
51371,NON
47726,NON
59834,NON
21899,NON
34471,NON
30065,NON
45247,NON
5702,NON
58101,NON
15160,NON
30138,NON
42250,OFF
48268,NON
52334,NON
16938,OFF
25332,OFF
59482,NON
28125,NON
49330,OFF
59971,NON
5229,NON
45847,NON
18231,OFF
40262,OFF
29030,NON
13674,NON
13342,NON
27119,NON
57951,NON
20048,NON
2311,NON
51858,NON
31627,OFF
29125,NON
14047,NON
23616,NON
24590,NON
30342,NON
52419,NON
20226,NON
21358,NON
17639,NON
43319,OFF
26812,NON
56131,NON
28497,OFF
31294,OFF
56352,NON
36438,NON
58097,NON
6744,NON
22628,NON
23211,OFF
26692,NON
45964,NON
26875,NON
46671,NON
23372,NON
47485,NON
24570,NON
2682,OFF
44764,NON
44026,NON
5867,NON
15246,OFF
25473,NON
25974,NON
21869,NON
51039,NON
36536,NON
22594,NON
37136,OFF
45594,NON
28156,OFF
41552,NON
7112,NON
33467,NON
46904,NON
17961,OFF
55775,NON
18882,OFF
49923,NON
20233,NON
53047,OFF
43337,NON
12837,NON
33277,NON
36202,NON
27109,OFF
34362,NON
3867,OFF
59177,OFF
34258,NON
52206,NON
32567,NON
1659,OFF
54180,NON
51299,NON
10045,NON
6421,NON
27038,NON
39687,NON
23165,OFF
9290,NON
21054,NON
16552,NON
5396,OFF
38771,NON
20199,NON
12367,NON
35990,NON
19389,NON
30795,NON
38139,NON
10364,NON
53326,NON
26140,OFF
825,NON
38265,NON
41750,NON
5656,NON
49634,NON
55210,OFF
23095,NON
41328,NON
40307,NON
8987,NON
44356,NON
45406,NON
37976,NON
14278,NON
54363,NON
3183,NON
57217,NON
54342,NON
11002,NON
32819,NON
32053,NON
54030,OFF
53156,NON
43316,NON
1891,NON
772,NON
55680,NON
47939,NON
46402,NON
37837,NON
38292,NON
53293,NON
32356,NON
58993,NON
17416,OFF
53313,NON
40365,OFF
47452,NON
44857,NON
9124,NON
39796,NON
198,NON
8905,NON
26540,NON
14766,NON
32121,NON
10810,NON
36754,NON
2083,OFF
53598,NON
52231,NON
39001,NON
24466,OFF
32307,NON
569,NON
53460,OFF
55618,NON
31915,OFF
31932,NON
35392,NON
21245,OFF
46235,OFF
20525,NON
54195,NON
23126,OFF
35274,NON
47112,NON
24293,NON
42089,NON
48607,NON
18628,NON
36148,NON
17667,NON
57162,NON
9486,NON
56186,NON
57479,NON
53848,NON
57154,OFF
41601,NON
52831,NON
10607,NON
18303,OFF
36293,NON
6335,NON
47114,NON
13328,NON
35996,NON
58301,NON
40635,NON
15620,NON
5802,NON
24305,NON
44813,NON
21603,NON
40367,OFF
15983,NON
41541,NON
21947,NON
15587,OFF
322,NON
161,NON
30381,NON
58391,OFF
17033,NON
3589,NON
55433,NON
27369,NON
12701,NON
30932,NON
59114,NON
41469,NON
23772,NON
16602,NON
48904,NON
49824,NON
25841,NON
44621,NON
9376,NON
9714,NON
27443,NON
41589,NON
36137,NON
23776,NON
171,NON
58804,NON
40812,NON
452,NON
56522,NON
17719,NON
48809,NON
46774,NON
29754,NON
15726,OFF
52212,NON
6880,NON
12788,NON
40493,NON
12039,NON
38232,NON
7991,NON
11071,OFF
43694,NON
50412,NON
14173,NON
19216,NON
11974,NON
28457,NON
36826,OFF
53953,NON
12262,NON
38791,NON
27262,NON
30661,NON
22092,NON
55475,OFF
34900,NON
30104,NON
41978,NON
12647,NON
34709,NON
34511,NON
513,NON
48011,NON
30859,NON
27346,NON
59378,NON
19705,OFF
29576,NON
17596,NON
13457,NON
14077,NON
976,NON
16160,NON
34399,NON
38338,NON
3544,NON
14238,OFF
1872,NON
30402,NON
4474,NON
7048,OFF
14822,NON
30416,OFF
11720,NON
55031,NON
18730,OFF
55585,NON
56608,OFF
12726,NON
36288,NON
10244,NON
10921,NON
33223,NON
24850,NON
45075,NON
53194,NON
58450,NON
5488,NON
3520,NON
40421,NON
47556,NON
3407,NON
41852,NON
55283,NON
39577,NON
45301,NON
47707,NON
21607,OFF
6826,NON
54903,NON
20390,NON
26158,NON
26776,NON
42024,NON
24039,NON
56191,NON
13536,NON
48369,NON
55664,NON
20935,NON
1109,OFF
56075,NON
19968,NON
32192,NON
2329,NON
38920,NON
31789,NON
30499,OFF
52383,NON
33283,OFF
45022,NON
4965,NON
9565,NON
29064,NON
8833,NON
15481,NON
33428,NON
22564,NON
35455,OFF
45805,NON
43096,NON
43568,NON
55584,NON
16371,NON
22058,NON
44223,NON
25544,NON
28366,NON
14518,NON
57317,NON
29965,OFF
327,NON
52690,NON
602,NON
1676,NON
7597,NON
42435,OFF
31021,NON
12640,NON
28856,NON
